y,x,AP1,AP2,AP3
3,2,-70.0,-54.0,-90.15
3,2,-68.0,-54.0,-91.0
3,2,-68.0,-54.0,-92.0
3,2,-69.0,-54.0,-93.0
3,2,-69.0,-55.0,-93.0
3,2,-72.0,-54.0,-93.0
3,2,-70.0,-53.0,-93.0
3,2,-71.0,-54.0,-90.0
3,2,-74.0,-54.0,-91.0
3,2,-73.0,-54.0,-94.0
3,2,-74.0,-53.0,-90.0
3,2,-71.0,-53.0,-91.0
3,2,-73.0,-55.0,-93.0
3,2,-69.0,-55.0,-92.0
3,2,-70.0,-54.0,-90.0
3,2,-68.0,-54.0,-92.0
3,2,-68.0,-55.0,-90.0
3,2,-66.0,-55.0,-91.0
3,2,-64.0,-54.0,-94.0
3,2,-74.0,-54.0,-93.0
3,2,-71.0,-54.0,-91.0
3,2,-69.0,-53.0,-90.0
3,2,-71.0,-54.0,-92.0
3,2,-76.0,-55.0,-92.0
3,2,-73.0,-55.0,-92.0
3,2,-74.0,-54.0,-91.0
3,2,-74.0,-55.0,-91.0
3,2,-71.0,-52.0,-90.0
3,2,-70.0,-54.0,-89.0
3,2,-71.0,-52.0,-90.15
3,2,-73.0,-56.0,-88.0
3,2,-74.0,-54.0,-89.0
3,2,-73.0,-53.0,-90.15
3,2,-75.0,-51.0,-89.0
3,2,-78.0,-53.0,-88.0
3,2,-73.0,-50.0,-87.0
3,2,-71.0,-56.0,-87.0
3,2,-77.0,-52.0,-87.0
3,2,-82.0,-51.0,-87.0
3,2,-73.0,-49.0,-87.0
3,2,-78.0,-50.0,-85.0
3,2,-80.0,-52.0,-84.0
3,2,-79.0,-52.0,-85.0
3,2,-79.0,-51.0,-86.0
3,2,-79.0,-52.0,-86.0
3,2,-80.0,-50.0,-86.0
3,2,-80.0,-52.0,-86.0
3,3,-53.0,-71.0,-92.0
3,3,-54.0,-66.0,-89.92
3,3,-58.0,-75.0,-89.92
3,3,-50.0,-68.0,-92.0
3,3,-50.0,-61.0,-90.0
3,3,-48.0,-65.0,-91.0
3,3,-58.0,-70.0,-89.0
3,3,-51.0,-70.0,-95.0
3,3,-51.0,-67.0,-91.0
3,3,-48.0,-66.0,-93.0
3,3,-51.0,-68.0,-92.0
3,3,-50.0,-70.0,-92.0
3,3,-50.0,-66.0,-92.0
3,3,-47.0,-65.0,-93.0
3,3,-49.0,-68.0,-93.0
3,3,-52.0,-67.0,-91.0
3,3,-60.0,-67.0,-91.0
3,3,-58.0,-66.0,-90.0
3,3,-64.0,-65.0,-92.0
3,3,-61.0,-65.0,-92.0
3,3,-56.0,-66.0,-89.92
3,3,-56.0,-65.0,-92.0
3,3,-65.0,-64.0,-91.0
3,3,-54.0,-65.0,-90.0
3,3,-53.0,-68.0,-88.0
3,3,-50.0,-68.0,-88.0
3,3,-50.0,-68.0,-89.0
3,3,-51.0,-67.0,-88.0
3,3,-51.0,-66.0,-89.92
3,3,-52.0,-69.0,-89.92
3,3,-54.0,-65.0,-85.0
3,3,-56.0,-65.0,-85.0
3,3,-50.0,-67.0,-89.92
3,3,-51.0,-64.0,-86.0
3,3,-52.0,-64.0,-86.0
3,3,-52.0,-65.0,-88.0
3,3,-51.0,-64.0,-87.0
3,3,-53.0,-65.0,-89.92
3,3,-51.0,-66.0,-88.0
3,3,-51.0,-64.0,-85.0
3,3,-48.0,-62.0,-85.0
3,3,-52.0,-68.0,-89.92
3,3,-47.0,-64.0,-87.0
3,3,-48.0,-67.0,-89.0
3,3,-47.0,-69.0,-89.0
3,3,-54.0,-73.0,-89.0
3,3,-53.0,-70.0,-93.0
3,3,-54.0,-69.0,-94.0
3,3,-51.0,-69.0,-90.0
3,3,-51.0,-68.0,-92.0
3,3,-52.0,-68.0,-90.0
3,3,-53.0,-68.0,-90.0
3,3,-51.0,-69.0,-89.0
3,3,-52.0,-69.0,-90.0
3,3,-52.0,-67.0,-93.0
3,3,-54.0,-67.0,-90.0
3,3,-49.0,-69.0,-90.0
3,3,-54.0,-68.0,-90.0
3,3,-51.0,-67.0,-90.0
3,3,-50.0,-67.0,-89.0
3,4,-55.0,-68.0,-89.0
3,4,-58.0,-74.0,-90.0
3,4,-57.0,-71.0,-89.0
3,4,-54.0,-72.0,-88.0
3,4,-58.0,-67.0,-92.0
3,4,-53.0,-62.0,-90.0
3,4,-57.0,-66.0,-92.0
3,4,-57.0,-64.0,-88.0
3,4,-55.0,-64.0,-89.0
3,4,-60.0,-63.0,-88.0
3,4,-54.0,-65.0,-88.0
3,4,-57.0,-65.0,-90.39
3,4,-57.0,-65.0,-88.0
3,4,-56.0,-67.0,-87.0
3,4,-56.0,-67.0,-89.0
3,4,-56.0,-66.0,-88.0
3,4,-54.0,-63.0,-86.0
3,4,-54.0,-64.0,-86.0
3,4,-54.0,-67.0,-88.0
3,4,-57.0,-68.0,-92.0
3,4,-56.0,-65.0,-90.0
3,4,-58.0,-67.0,-90.0
3,4,-56.0,-69.0,-89.0
3,4,-59.0,-70.0,-88.0
3,4,-63.0,-68.0,-89.0
3,4,-65.0,-67.0,-91.0
3,4,-60.0,-71.0,-91.0
3,4,-66.0,-70.0,-92.0
3,4,-66.0,-67.0,-91.0
3,4,-62.0,-66.0,-91.0
3,4,-63.0,-72.0,-88.0
3,4,-60.0,-67.0,-90.0
3,4,-55.0,-66.02,-90.39
3,4,-61.0,-65.0,-88.0
3,4,-61.0,-68.0,-92.0
3,4,-63.0,-74.0,-92.0
3,4,-66.0,-64.0,-91.0
3,4,-64.0,-64.0,-92.0
3,4,-57.0,-64.0,-93.0
3,4,-59.0,-64.0,-92.0
3,4,-60.0,-64.0,-93.0
3,4,-60.0,-64.0,-95.0
3,4,-62.0,-62.0,-95.0
3,4,-60.0,-64.0,-88.0
3,4,-64.0,-61.0,-90.0
3,4,-53.0,-62.0,-93.0
3,4,-54.0,-64.0,-93.0
3,4,-56.0,-61.0,-92.0
3,4,-63.0,-64.0,-93.0
3,4,-59.0,-63.0,-92.0
3,4,-57.0,-65.0,-92.0
3,4,-58.0,-65.0,-92.0
3,4,-57.0,-68.0,-91.0
3,4,-57.0,-66.0,-91.0
3,4,-58.0,-64.0,-93.0
3,4,-58.0,-64.0,-92.0
3,4,-56.0,-67.0,-88.0
3,4,-54.0,-65.0,-90.0
3,4,-52.0,-64.0,-90.39
3,4,-54.0,-68.0,-92.0
3,5,-48.0,-63.0,-87.0
3,5,-49.0,-64.0,-89.0
3,5,-46.0,-65.0,-89.0
3,5,-50.0,-64.0,-88.42
3,5,-48.0,-65.0,-94.0
3,5,-48.0,-63.0,-89.0
3,5,-48.0,-64.0,-89.0
3,5,-47.0,-61.0,-86.0
3,5,-52.0,-60.0,-85.0
3,5,-53.0,-62.0,-91.0
3,5,-56.0,-62.0,-88.0
3,5,-55.0,-63.0,-89.0
3,5,-53.0,-62.0,-89.0
3,5,-55.0,-62.0,-88.0
3,5,-54.0,-63.0,-88.0
3,5,-53.0,-64.0,-88.0
3,5,-53.0,-63.0,-88.0
3,5,-54.0,-63.0,-88.0
3,5,-54.0,-65.0,-89.0
3,5,-55.0,-66.0,-89.0
3,5,-54.0,-63.0,-88.0
3,5,-56.0,-63.0,-87.0
3,5,-57.0,-63.0,-88.0
3,5,-56.0,-68.0,-88.0
3,5,-54.0,-67.0,-90.0
3,5,-55.0,-69.0,-87.0
3,5,-53.0,-68.0,-89.0
3,5,-53.0,-64.0,-87.0
3,5,-59.0,-63.0,-88.0
3,5,-55.0,-63.0,-88.0
3,5,-56.0,-65.0,-88.0
3,5,-57.0,-65.0,-87.0
3,5,-56.0,-64.0,-88.0
3,5,-53.0,-66.0,-88.0
3,5,-53.0,-65.0,-87.0
3,5,-54.0,-64.0,-88.0
3,5,-56.0,-66.0,-88.0
3,5,-54.0,-68.0,-87.0
3,5,-53.0,-67.0,-89.0
3,5,-54.0,-68.0,-88.0
3,5,-54.0,-65.9,-88.42
3,5,-54.0,-70.0,-87.0
3,5,-56.0,-68.0,-87.0
3,5,-53.0,-68.0,-88.0
3,5,-53.0,-72.0,-88.0
3,5,-51.0,-66.0,-90.0
3,5,-52.0,-70.0,-89.0
3,5,-53.0,-69.0,-88.0
3,5,-54.0,-70.0,-90.0
3,5,-55.0,-72.0,-88.0
3,5,-54.0,-70.0,-89.0
3,5,-51.0,-72.0,-91.0
3,5,-51.0,-69.0,-91.0
3,5,-52.0,-65.0,-88.0
3,5,-54.0,-67.0,-90.0
3,5,-52.0,-67.0,-89.0
3,5,-53.0,-69.0,-90.0
3,5,-54.0,-69.0,-88.0
3,5,-51.0,-70.0,-88.0
3,5,-55.0,-72.0,-88.42
3,6,-56.0,-65.0,-83.0
3,6,-56.0,-61.0,-83.0
3,6,-56.0,-61.0,-83.0
3,6,-60.0,-59.0,-81.0
3,6,-60.0,-55.0,-83.0
3,6,-60.0,-56.0,-82.0
3,6,-59.0,-56.0,-82.0
3,6,-58.0,-59.0,-83.0
3,6,-56.0,-52.0,-84.0
3,6,-55.0,-57.0,-82.0
3,6,-55.0,-55.0,-81.0
3,6,-55.0,-58.0,-84.0
3,6,-55.0,-58.0,-84.0
3,6,-55.0,-58.0,-82.0
3,6,-55.0,-54.0,-81.0
3,6,-54.0,-54.0,-82.0
3,6,-54.0,-54.0,-82.0
3,6,-55.0,-55.0,-83.0
3,6,-56.0,-55.0,-83.0
3,6,-56.0,-55.0,-82.0
3,6,-56.0,-53.0,-82.0
3,6,-56.0,-53.0,-82.0
3,6,-57.0,-54.0,-85.0
3,6,-57.0,-54.0,-85.0
3,6,-57.0,-54.0,-85.0
3,6,-57.0,-53.0,-87.0
3,6,-57.0,-53.0,-87.0
3,6,-57.0,-52.0,-86.07
3,6,-57.0,-50.0,-84.0
3,6,-56.0,-49.0,-82.0
3,6,-55.0,-51.0,-84.0
3,6,-55.0,-51.0,-84.0
3,6,-60.0,-53.0,-87.0
3,6,-60.0,-47.0,-94.0
3,6,-60.0,-47.0,-94.0
3,6,-60.0,-47.0,-90.0
3,6,-61.0,-46.0,-92.0
3,6,-59.0,-48.0,-95.0
3,6,-60.0,-47.0,-90.0
3,6,-60.0,-47.0,-90.0
3,6,-58.0,-49.0,-92.0
3,6,-58.0,-49.0,-92.0
3,6,-61.0,-49.0,-86.07
3,6,-60.0,-48.0,-90.0
3,6,-60.0,-48.0,-90.0
3,6,-59.0,-48.0,-87.0
3,6,-59.0,-48.0,-87.0
3,6,-58.0,-51.0,-87.0
3,6,-58.0,-51.0,-87.0
3,6,-59.0,-50.0,-88.0
3,6,-60.0,-48.0,-86.07
3,6,-60.0,-48.0,-86.07
3,6,-59.0,-49.0,-86.07
3,6,-59.0,-49.0,-86.07
3,6,-59.0,-48.0,-89.0
3,6,-59.0,-48.0,-89.0
3,6,-61.0,-48.0,-92.0
3,6,-60.0,-50.0,-90.0
3,6,-60.0,-50.0,-90.0
3,6,-59.0,-50.0,-89.0
3,7,-53.0,-52.0,-93.0
3,7,-54.0,-49.0,-92.07
3,7,-54.0,-49.0,-92.07
3,7,-57.0,-61.0,-97.0
3,7,-58.0,-53.0,-91.0
3,7,-54.0,-52.0,-92.0
3,7,-54.0,-52.0,-92.0
3,7,-54.0,-52.0,-89.0
3,7,-54.0,-48.0,-94.0
3,7,-54.0,-48.0,-94.0
3,7,-55.0,-48.0,-93.0
3,7,-54.0,-49.0,-94.0
3,7,-54.0,-48.0,-94.0
3,7,-54.0,-48.0,-94.0
3,7,-55.0,-48.0,-94.0
3,7,-55.0,-51.0,-92.0
3,7,-55.0,-51.0,-92.0
3,7,-55.0,-52.0,-91.0
3,7,-55.0,-50.0,-94.0
3,7,-55.0,-49.0,-95.0
3,7,-56.0,-50.0,-93.0
3,7,-56.0,-50.0,-93.0
3,7,-57.0,-51.0,-93.0
3,7,-57.0,-51.0,-93.0
3,7,-58.0,-50.0,-96.0
3,7,-56.0,-50.0,-95.0
3,7,-57.0,-50.0,-97.0
3,7,-57.0,-50.0,-97.0
3,7,-55.0,-51.0,-93.0
3,7,-52.0,-53.0,-92.07
3,7,-52.0,-53.0,-92.07
3,7,-57.0,-48.0,-92.07
3,7,-58.0,-48.0,-92.0
3,7,-58.0,-54.0,-87.0
3,7,-58.0,-54.0,-87.0
3,7,-56.0,-50.0,-90.0
3,7,-56.0,-50.0,-90.0
3,7,-56.0,-46.0,-89.0
3,7,-56.0,-46.0,-89.0
3,7,-57.0,-48.0,-92.07
3,7,-56.0,-50.0,-91.0
3,7,-56.0,-50.0,-91.0
3,7,-55.0,-48.0,-91.0
3,7,-56.0,-49.0,-93.0
3,7,-54.0,-51.0,-89.0
3,7,-54.0,-51.0,-89.0
3,7,-55.0,-48.0,-91.0
3,7,-54.0,-48.0,-92.0
3,7,-54.0,-48.0,-91.0
3,7,-55.0,-49.0,-89.0
3,7,-55.0,-49.0,-89.0
3,7,-56.0,-49.0,-90.0
3,7,-56.0,-49.0,-90.0
3,7,-56.0,-47.0,-90.0
3,7,-62.0,-50.0,-93.0
3,7,-60.0,-50.0,-93.0
3,7,-60.0,-50.0,-93.0
3,7,-66.0,-49.0,-93.0
3,7,-60.0,-51.0,-91.0
3,7,-62.0,-49.0,-94.0
3,8,-50.0,-50.0,-97.0
3,8,-53.0,-49.0,-94.0
3,8,-52.0,-50.0,-96.0
3,8,-51.0,-50.0,-89.69
3,8,-51.0,-52.0,-89.69
3,8,-52.0,-53.0,-96.0
3,8,-53.0,-53.0,-89.69
3,8,-53.0,-52.0,-89.69
3,8,-53.0,-52.0,-89.69
3,8,-51.0,-49.0,-89.69
3,8,-51.0,-52.0,-92.0
3,8,-51.0,-53.0,-91.0
3,8,-50.0,-47.0,-90.0
3,8,-51.0,-43.0,-90.0
3,8,-51.0,-43.0,-90.0
3,8,-50.0,-46.0,-90.0
3,8,-50.0,-46.0,-90.0
3,8,-51.0,-48.0,-91.0
3,8,-54.0,-47.0,-91.0
3,8,-54.0,-47.0,-91.0
3,8,-60.0,-49.0,-87.0
3,8,-60.0,-46.0,-87.0
3,8,-60.0,-48.0,-88.0
3,8,-57.0,-50.0,-88.0
3,8,-57.0,-50.0,-88.0
3,8,-58.0,-52.0,-87.0
3,8,-57.0,-48.0,-89.0
3,8,-59.0,-50.0,-89.0
3,8,-57.0,-51.0,-89.0
3,8,-57.0,-51.0,-89.0
3,8,-56.0,-50.0,-86.0
3,8,-56.0,-50.0,-86.0
3,8,-57.0,-51.0,-88.0
3,8,-57.0,-51.0,-89.0
3,8,-57.0,-51.0,-89.0
3,8,-57.0,-51.0,-88.0
3,8,-57.0,-51.0,-88.0
3,8,-58.0,-52.0,-87.0
3,8,-57.0,-50.0,-88.0
3,8,-57.0,-50.0,-88.0
3,8,-56.0,-50.0,-88.0
3,8,-56.0,-48.0,-90.0
3,8,-56.0,-49.0,-88.0
3,8,-56.0,-49.0,-88.0
3,8,-58.0,-48.0,-90.0
3,8,-55.0,-49.0,-90.0
3,8,-55.0,-49.0,-90.0
3,8,-53.0,-49.0,-90.0
3,8,-54.0,-47.0,-88.0
3,8,-54.0,-47.0,-88.0
3,8,-54.0,-45.0,-89.0
3,8,-55.0,-46.0,-91.0
3,8,-55.0,-44.0,-91.0
3,8,-55.0,-44.0,-89.69
3,8,-55.0,-44.0,-89.69
3,8,-56.0,-45.0,-92.0
3,8,-53.0,-45.0,-92.0
3,8,-53.0,-45.0,-92.0
3,8,-53.0,-44.0,-89.0
3,8,-55.0,-43.0,-91.0
3,9,-66.0,-43.0,-91.0
3,9,-64.0,-42.0,-93.0
3,9,-65.0,-42.0,-93.0
3,9,-65.0,-42.0,-93.0
3,9,-65.0,-43.0,-93.0
3,9,-62.0,-46.0,-91.0
3,9,-62.0,-47.0,-92.0
3,9,-62.0,-47.0,-92.0
3,9,-60.0,-45.0,-92.0
3,9,-61.0,-42.0,-88.0
3,9,-60.0,-43.0,-90.0
3,9,-60.0,-43.0,-90.0
3,9,-59.0,-47.0,-92.0
3,9,-69.0,-48.0,-92.0
3,9,-69.0,-48.0,-92.0
3,9,-66.0,-45.0,-87.21
3,9,-64.0,-47.0,-91.0
3,9,-64.0,-43.0,-90.0
3,9,-64.0,-43.0,-90.0
3,9,-64.0,-43.0,-96.0
3,9,-66.0,-43.0,-91.0
3,9,-63.0,-44.0,-89.0
3,9,-63.0,-44.0,-89.0
3,9,-59.0,-41.0,-90.0
3,9,-60.0,-41.0,-89.0
3,9,-60.0,-41.0,-89.0
3,9,-64.0,-42.0,-89.0
3,9,-63.0,-43.0,-90.0
3,9,-67.0,-44.0,-87.0
3,9,-67.0,-44.0,-87.0
3,9,-58.0,-46.0,-87.0
3,9,-63.0,-43.0,-87.21
3,9,-63.0,-43.0,-87.21
3,9,-66.0,-50.0,-86.0
3,9,-65.0,-45.0,-88.0
3,9,-56.0,-43.0,-84.0
3,9,-56.0,-43.0,-84.0
3,9,-55.0,-43.0,-83.0
3,9,-56.0,-42.0,-83.0
3,9,-56.0,-42.0,-83.0
3,9,-55.0,-44.0,-83.0
3,9,-55.0,-43.0,-83.0
3,9,-54.0,-44.0,-84.0
3,9,-54.0,-44.0,-84.0
3,9,-54.0,-44.0,-84.0
3,9,-54.0,-44.0,-84.0
3,9,-55.0,-43.0,-83.0
3,9,-55.0,-43.0,-83.0
3,9,-56.0,-43.0,-83.0
3,9,-58.0,-43.0,-84.0
3,9,-58.0,-43.0,-84.0
3,9,-54.0,-44.0,-82.0
3,9,-55.0,-44.0,-82.0
3,9,-54.0,-43.0,-83.0
3,9,-54.0,-43.0,-83.0
3,9,-55.0,-44.0,-82.0
3,9,-54.0,-44.0,-83.0
3,9,-54.0,-44.0,-83.0
3,9,-55.0,-43.0,-83.0
3,9,-55.0,-43.0,-82.0
3,10,-63.0,-50.0,-89.0
3,10,-69.0,-49.0,-87.0
3,10,-69.0,-48.0,-92.0
3,10,-69.0,-48.0,-92.0
3,10,-69.0,-48.0,-92.0
3,10,-69.0,-48.0,-92.0
3,10,-69.0,-48.0,-92.0
3,10,-66.0,-44.0,-96.0
3,10,-65.0,-47.0,-96.0
3,10,-64.0,-45.0,-96.0
3,10,-64.0,-45.0,-94.0
3,10,-64.0,-45.0,-94.0
3,10,-63.0,-44.0,-96.0
3,10,-63.0,-44.0,-96.0
3,10,-63.0,-46.0,-93.0
3,10,-63.0,-45.0,-92.0
3,10,-63.0,-45.0,-94.0
3,10,-63.0,-45.0,-94.0
3,10,-63.0,-45.0,-94.0
3,10,-62.0,-45.0,-95.0
3,10,-63.0,-45.0,-97.0
3,10,-63.0,-43.0,-92.0
3,10,-63.0,-43.0,-92.0
3,10,-62.0,-44.0,-94.0
3,10,-62.0,-45.0,-95.0
3,10,-62.0,-45.0,-95.0
3,10,-63.0,-44.0,-94.26
3,10,-63.0,-44.0,-94.26
3,10,-62.0,-44.0,-93.0
3,10,-63.0,-44.0,-93.0
3,10,-63.0,-44.0,-92.0
3,10,-63.0,-44.0,-92.0
3,10,-63.0,-45.0,-93.0
3,10,-64.0,-43.0,-94.0
3,10,-61.0,-43.0,-96.0
3,10,-61.0,-43.0,-96.0
3,10,-64.0,-44.0,-97.0
3,10,-65.0,-44.0,-93.0
3,10,-65.0,-42.0,-94.0
3,10,-64.0,-42.0,-95.0
3,10,-65.0,-44.0,-98.0
3,10,-63.0,-43.0,-96.0
3,10,-63.0,-43.0,-94.0
3,10,-63.0,-43.0,-95.0
3,10,-61.0,-43.0,-97.0
3,10,-65.0,-46.0,-95.0
3,10,-65.0,-44.0,-98.0
3,10,-65.0,-43.0,-93.0
3,10,-65.0,-44.0,-98.0
3,10,-65.0,-44.0,-98.0
3,10,-64.0,-43.0,-94.0
3,10,-64.0,-45.0,-94.0
3,10,-65.0,-44.0,-96.0
3,10,-64.0,-46.0,-95.0
3,10,-64.0,-46.0,-95.0
3,10,-66.0,-45.0,-94.26
3,10,-65.0,-44.0,-97.0
3,10,-65.0,-44.0,-95.0
3,10,-65.0,-44.0,-93.0
3,10,-65.0,-44.0,-93.0
3,11,-59.0,-58.0,-93.0
3,11,-63.0,-58.0,-92.0
3,11,-61.0,-60.0,-92.0
3,11,-52.0,-58.0,-93.0
3,11,-52.0,-59.0,-94.0
3,11,-51.0,-62.0,-97.0
3,11,-55.0,-62.0,-95.0
3,11,-54.0,-62.0,-96.0
3,11,-53.0,-61.0,-96.0
3,11,-57.0,-61.0,-95.0
3,11,-58.0,-61.0,-94.0
3,11,-59.0,-62.0,-94.0
3,11,-53.0,-63.0,-93.0
3,11,-52.0,-63.0,-95.0
3,11,-54.0,-62.0,-96.0
3,11,-50.0,-62.0,-93.0
3,11,-51.0,-59.0,-97.0
3,11,-51.0,-59.0,-92.0
3,11,-50.0,-58.0,-90.0
3,11,-53.0,-58.0,-92.0
3,11,-50.0,-59.0,-94.28
3,11,-51.0,-58.0,-95.0
3,11,-54.0,-61.0,-94.28
3,11,-56.0,-62.0,-94.28
3,11,-57.0,-60.0,-94.28
3,11,-57.0,-61.0,-94.28
3,11,-56.0,-61.0,-94.28
3,11,-56.0,-61.0,-94.28
3,11,-52.0,-61.0,-94.28
3,11,-51.0,-59.0,-95.0
3,11,-52.0,-59.0,-95.0
3,11,-50.0,-59.0,-94.0
3,11,-50.0,-58.0,-93.0
3,11,-50.0,-58.0,-93.0
3,11,-52.0,-59.0,-95.0
3,11,-53.0,-59.0,-94.28
3,11,-55.0,-58.0,-96.0
3,11,-55.0,-59.0,-94.0
3,11,-52.0,-59.0,-95.0
3,11,-51.0,-59.0,-94.28
3,11,-51.0,-59.0,-94.28
3,11,-51.0,-59.0,-94.28
3,11,-50.0,-60.0,-94.28
3,11,-51.0,-59.0,-94.28
3,11,-47.0,-60.0,-94.28
3,11,-47.0,-56.0,-94.28
3,11,-47.0,-57.0,-95.0
3,11,-48.0,-58.0,-93.0
3,11,-50.0,-59.0,-94.28
3,11,-53.0,-61.0,-94.28
3,11,-50.0,-62.0,-94.28
3,11,-59.0,-61.0,-95.0
3,11,-58.0,-59.0,-94.0
3,11,-56.0,-59.0,-95.0
3,11,-53.0,-61.0,-95.0
3,11,-53.0,-61.0,-94.0
3,11,-56.0,-59.0,-94.28
3,11,-54.0,-58.0,-96.0
3,11,-48.0,-60.0,-97.0
3,11,-54.0,-63.0,-93.0
3,12,-48.0,-66.0,-95.15
3,12,-48.0,-64.0,-95.15
3,12,-48.0,-64.0,-95.15
3,12,-47.0,-65.0,-96.0
3,12,-48.0,-65.0,-95.15
3,12,-48.0,-64.0,-95.15
3,12,-48.0,-64.0,-95.15
3,12,-48.0,-64.0,-95.15
3,12,-47.0,-62.0,-94.0
3,12,-48.0,-62.0,-96.0
3,12,-48.0,-63.0,-96.0
3,12,-48.0,-63.0,-98.0
3,12,-46.0,-63.0,-98.0
3,12,-48.0,-62.0,-95.15
3,12,-48.0,-63.0,-96.0
3,12,-49.0,-63.0,-97.0
3,12,-49.0,-63.0,-95.15
3,12,-48.0,-64.0,-95.15
3,12,-47.0,-64.0,-95.15
3,12,-46.0,-65.0,-95.15
3,12,-48.0,-63.0,-95.15
3,12,-46.0,-64.0,-95.15
3,12,-47.0,-63.0,-95.15
3,12,-48.0,-63.0,-96.0
3,12,-49.0,-63.0,-97.0
3,12,-47.0,-63.0,-95.15
3,12,-47.0,-63.0,-95.15
3,12,-46.0,-62.0,-95.15
3,12,-48.0,-65.0,-95.0
3,12,-48.0,-66.0,-95.15
3,12,-43.0,-63.0,-95.15
3,12,-43.0,-62.0,-95.15
3,12,-45.0,-62.0,-95.15
3,12,-46.0,-65.0,-95.15
3,12,-47.0,-63.0,-95.15
3,12,-46.0,-63.0,-95.15
3,12,-43.0,-63.0,-95.15
3,12,-46.0,-64.0,-95.15
3,12,-48.0,-64.0,-95.15
3,12,-47.0,-63.0,-95.15
3,12,-46.0,-64.0,-95.15
3,12,-47.0,-62.0,-95.15
3,12,-47.0,-62.0,-95.0
3,12,-47.0,-63.0,-97.0
3,12,-48.0,-60.0,-97.0
3,12,-48.0,-61.0,-96.0
3,12,-48.0,-65.0,-95.0
3,12,-53.0,-70.0,-93.0
3,12,-50.0,-68.0,-96.0
3,12,-49.0,-66.0,-95.15
3,12,-48.0,-65.0,-95.15
3,12,-47.0,-67.0,-94.0
3,12,-46.0,-65.0,-92.0
3,12,-48.0,-67.0,-95.0
3,12,-47.0,-68.0,-94.0
3,12,-46.0,-74.0,-93.0
3,12,-48.0,-67.0,-93.0
3,12,-46.0,-68.0,-92.0
3,12,-45.0,-74.0,-93.0
3,12,-47.0,-74.0,-95.0
3,13,-55.0,-71.0,-91.0
3,13,-53.0,-68.0,-91.0
3,13,-54.0,-71.0,-90.0
3,13,-54.0,-70.0,-91.0
3,13,-52.0,-68.0,-90.0
3,13,-52.0,-67.0,-90.0
3,13,-51.0,-66.0,-91.0
3,13,-53.0,-67.0,-90.0
3,13,-52.0,-66.0,-90.0
3,13,-53.0,-65.0,-88.0
3,13,-51.0,-65.0,-90.0
3,13,-52.0,-69.0,-92.0
3,13,-50.0,-67.0,-93.0
3,13,-50.0,-64.0,-93.0
3,13,-52.0,-65.0,-92.0
3,13,-51.0,-67.0,-91.0
3,13,-48.0,-72.0,-90.0
3,13,-48.0,-71.0,-92.0
3,13,-49.0,-74.0,-93.0
3,13,-50.0,-74.0,-91.0
3,13,-50.0,-71.0,-96.0
3,13,-49.0,-68.0,-93.0
3,13,-51.0,-67.0,-92.0
3,13,-54.0,-67.0,-93.0
3,13,-52.0,-64.0,-92.0
3,13,-52.0,-63.0,-92.0
3,13,-55.0,-64.0,-93.0
3,13,-53.0,-63.0,-93.0
3,13,-55.0,-64.0,-92.0
3,13,-56.0,-64.0,-94.0
3,13,-56.0,-67.0,-91.0
3,13,-51.0,-63.0,-92.0
3,13,-56.0,-64.0,-91.0
3,13,-59.0,-67.0,-91.0
3,13,-59.0,-69.0,-90.0
3,13,-57.0,-67.0,-92.0
3,13,-59.0,-68.0,-91.0
3,13,-58.0,-68.0,-92.0
3,13,-51.0,-75.0,-90.0
3,13,-55.0,-66.0,-91.0
3,13,-59.0,-70.0,-89.0
3,13,-58.0,-71.0,-91.0
3,13,-54.0,-66.0,-88.0
3,13,-51.0,-67.0,-90.0
3,13,-51.0,-67.0,-91.0
3,13,-49.0,-66.0,-93.0
3,13,-52.0,-65.0,-94.0
3,13,-54.0,-67.0,-93.0
3,13,-52.0,-68.0,-89.0
3,13,-48.0,-70.0,-90.0
3,13,-52.0,-67.0,-92.0
3,13,-56.0,-68.0,-91.34
3,13,-50.0,-64.0,-89.0
3,13,-49.0,-64.0,-90.0
3,13,-50.0,-68.0,-93.0
3,13,-50.0,-67.0,-93.0
3,13,-49.0,-66.0,-92.0
3,13,-54.0,-67.0,-91.0
3,13,-48.0,-70.0,-91.0
3,13,-50.0,-67.0,-90.0
3,14,-47.0,-70.0,-91.0
3,14,-47.0,-69.0,-99.0
3,14,-47.0,-67.0,-92.0
3,14,-47.0,-68.0,-94.0
3,14,-48.0,-68.0,-95.0
3,14,-50.0,-66.0,-94.0
3,14,-49.0,-63.0,-94.66
3,14,-48.0,-67.0,-94.66
3,14,-52.0,-68.0,-94.0
3,14,-53.0,-65.0,-97.0
3,14,-53.0,-66.0,-94.66
3,14,-52.0,-67.0,-94.66
3,14,-52.0,-64.0,-94.0
3,14,-52.0,-66.0,-94.66
3,14,-53.0,-66.0,-94.66
3,14,-53.0,-65.0,-94.66
3,14,-51.0,-64.0,-94.66
3,14,-51.0,-64.0,-94.66
3,14,-50.0,-63.0,-94.66
3,14,-49.0,-63.0,-96.0
3,14,-48.0,-63.0,-94.66
3,14,-52.0,-64.0,-94.66
3,14,-53.0,-65.0,-96.0
3,14,-50.0,-65.0,-94.66
3,14,-50.0,-65.0,-94.66
3,14,-51.0,-64.0,-94.66
3,14,-51.0,-65.0,-94.66
3,14,-54.0,-65.0,-94.66
3,14,-54.0,-63.0,-94.66
