y,x,AP1,AP2,AP3
3,14,-54.0,-61.0,-94.66
3,14,-53.0,-64.0,-94.66
3,14,-52.0,-67.0,-94.0
3,14,-50.0,-67.0,-97.0
3,14,-51.0,-67.0,-96.0
3,14,-50.0,-65.0,-94.66
3,14,-51.0,-64.0,-94.0
3,14,-51.0,-66.0,-96.0
3,14,-51.0,-64.0,-94.66
3,14,-54.0,-64.0,-97.0
3,14,-53.0,-66.0,-93.0
3,14,-52.0,-67.0,-94.0
3,14,-51.0,-68.0,-93.0
3,14,-52.0,-65.0,-94.0
3,14,-50.0,-67.0,-97.0
3,14,-47.0,-64.0,-94.66
3,14,-48.0,-64.0,-94.66
3,14,-50.0,-62.0,-95.0
3,14,-48.0,-66.0,-94.0
3,14,-52.0,-62.0,-97.0
3,14,-46.0,-64.0,-94.66
3,14,-48.0,-63.0,-94.0
3,14,-46.0,-71.0,-91.0
3,14,-46.0,-70.0,-93.0
3,14,-47.0,-65.0,-95.0
3,14,-49.0,-63.0,-94.66
3,14,-49.0,-66.0,-94.66
3,14,-49.0,-67.0,-94.66
3,14,-50.0,-67.0,-93.0
3,14,-51.0,-67.0,-94.0
3,14,-50.0,-67.0,-96.0
3,15,-60.0,-76.0,-92.0
3,15,-61.0,-74.0,-93.0
3,15,-60.0,-74.0,-91.0
3,15,-58.0,-76.0,-94.0
3,15,-60.0,-77.0,-92.0
3,15,-58.0,-78.0,-93.49
3,15,-59.0,-79.0,-92.0
3,15,-58.0,-75.0,-96.0
3,15,-57.0,-74.0,-93.0
3,15,-57.0,-76.0,-93.0
3,15,-58.0,-71.0,-93.0
3,15,-58.0,-69.0,-94.0
3,15,-58.0,-69.0,-93.49
3,15,-59.0,-71.0,-97.0
3,15,-58.0,-70.0,-92.0
3,15,-60.0,-72.0,-93.0
3,15,-60.0,-76.0,-93.0
3,15,-61.0,-78.0,-95.0
3,15,-61.0,-76.0,-95.0
3,15,-64.0,-75.0,-92.0
3,15,-70.0,-82.0,-93.0
3,15,-68.0,-76.0,-94.0
3,15,-65.0,-77.0,-97.0
3,15,-64.0,-82.0,-95.0
3,15,-62.0,-89.0,-93.49
3,15,-62.0,-81.0,-95.0
3,15,-62.0,-76.0,-96.0
3,15,-62.0,-77.0,-93.49
3,15,-64.0,-79.0,-93.49
3,15,-62.0,-74.0,-93.49
3,15,-65.0,-74.0,-92.0
3,15,-65.0,-72.0,-97.0
3,15,-64.0,-73.0,-95.0
3,15,-62.0,-71.0,-93.0
3,15,-63.0,-69.0,-93.0
3,15,-63.0,-74.0,-93.0
3,15,-60.0,-69.0,-91.0
3,15,-60.0,-70.0,-95.0
3,15,-59.0,-71.0,-92.0
3,15,-60.0,-69.0,-93.49
3,15,-62.0,-69.0,-93.0
3,15,-60.0,-73.0,-94.0
3,15,-62.0,-70.0,-93.0
3,15,-67.0,-79.0,-91.0
3,15,-65.0,-73.0,-93.0
3,15,-61.0,-72.0,-96.0
3,15,-63.0,-70.0,-97.0
3,15,-60.0,-72.0,-94.0
3,15,-65.0,-76.0,-95.0
3,15,-61.0,-80.0,-92.0
3,15,-60.0,-77.0,-91.0
3,15,-58.0,-79.0,-91.0
3,15,-63.0,-81.0,-91.0
3,15,-60.0,-86.0,-95.0
3,15,-59.0,-78.0,-93.0
3,15,-57.0,-82.0,-93.0
3,15,-57.0,-69.0,-93.0
3,15,-59.0,-70.0,-94.0
3,15,-60.0,-69.0,-93.0
3,15,-55.0,-70.0,-92.0
3,16,-56.0,-73.0,-93.74
3,16,-61.0,-73.0,-95.0
3,16,-60.0,-75.0,-97.0
3,16,-58.0,-74.0,-93.0
3,16,-56.0,-75.0,-93.74
3,16,-57.0,-74.0,-93.74
3,16,-61.0,-74.0,-93.74
3,16,-59.0,-69.0,-93.74
3,16,-61.0,-74.0,-94.0
3,16,-57.0,-75.0,-93.74
3,16,-56.0,-73.0,-93.74
3,16,-58.0,-76.0,-93.74
3,16,-56.0,-74.0,-93.74
3,16,-54.0,-76.0,-96.0
3,16,-57.0,-74.0,-95.0
3,16,-56.0,-74.0,-94.0
3,16,-57.0,-75.0,-96.0
3,16,-56.0,-74.0,-95.0
3,16,-56.0,-75.0,-93.74
3,16,-57.0,-72.0,-93.0
3,16,-56.0,-74.0,-95.0
3,16,-56.0,-71.0,-94.0
3,16,-56.0,-70.0,-92.0
3,16,-56.0,-71.0,-93.0
3,16,-58.0,-74.0,-92.0
3,16,-58.0,-77.0,-93.0
3,16,-58.0,-74.0,-93.0
3,16,-57.0,-72.0,-93.74
3,16,-58.0,-71.0,-93.0
3,16,-58.0,-71.0,-91.0
3,16,-60.0,-75.0,-93.0
3,16,-60.0,-77.0,-92.0
3,16,-59.0,-75.0,-94.0
3,16,-56.0,-73.0,-96.0
3,16,-57.0,-73.0,-93.74
3,16,-57.0,-71.0,-93.74
3,16,-57.0,-72.0,-93.74
3,16,-57.0,-75.0,-93.0
3,16,-58.0,-75.0,-92.0
3,16,-60.0,-71.0,-93.74
3,16,-59.0,-74.0,-96.0
3,16,-60.0,-73.0,-93.0
3,16,-59.0,-75.0,-93.0
3,16,-61.0,-67.0,-92.0
3,16,-63.0,-67.0,-92.0
3,16,-61.0,-70.0,-92.0
3,16,-61.0,-65.0,-95.0
3,16,-58.0,-65.0,-94.0
3,16,-61.0,-64.0,-92.0
3,16,-61.0,-64.0,-92.0
3,16,-63.0,-73.0,-94.0
3,16,-62.0,-71.0,-98.0
3,16,-60.0,-70.0,-93.74
3,16,-65.0,-70.0,-93.74
3,16,-64.0,-69.0,-94.0
3,16,-59.0,-71.0,-93.74
3,16,-60.0,-66.0,-93.74
3,16,-60.0,-65.0,-93.74
3,16,-54.0,-68.0,-93.74
3,16,-55.0,-66.0,-95.0
4,1,-78.0,-51.0,-87.0
4,1,-71.0,-51.0,-88.0
4,1,-73.0,-52.0,-87.0
4,1,-64.0,-52.0,-87.0
4,1,-63.0,-51.0,-91.0
4,1,-64.0,-52.0,-93.0
4,1,-65.0,-51.0,-93.0
4,1,-64.0,-49.0,-92.0
4,1,-64.0,-49.0,-90.53
4,1,-64.0,-50.0,-96.0
4,1,-63.0,-51.0,-91.0
4,1,-65.0,-52.0,-88.0
4,1,-64.0,-51.0,-89.0
4,1,-65.0,-51.0,-90.0
4,1,-64.0,-50.0,-94.0
4,1,-64.0,-50.0,-90.0
4,1,-65.0,-51.0,-90.53
4,1,-65.0,-51.0,-88.0
4,1,-64.0,-50.0,-90.0
4,1,-63.0,-51.0,-92.0
4,1,-64.0,-50.0,-92.0
4,1,-65.0,-49.0,-92.0
4,1,-64.0,-51.0,-93.0
4,1,-65.0,-50.0,-94.0
4,1,-65.0,-50.0,-90.53
4,1,-66.0,-49.0,-93.0
4,1,-64.0,-50.0,-90.53
4,1,-66.0,-51.0,-90.53
4,1,-66.0,-50.0,-88.0
4,1,-65.0,-49.0,-93.0
4,1,-65.0,-54.0,-92.0
4,1,-65.0,-54.0,-92.0
4,1,-66.0,-52.0,-94.0
4,1,-64.0,-52.0,-90.53
4,1,-67.0,-53.0,-94.0
4,1,-66.0,-51.0,-94.0
4,1,-66.0,-51.0,-94.0
4,1,-66.0,-52.0,-92.0
4,1,-67.0,-54.0,-92.0
4,1,-67.0,-53.0,-90.0
4,1,-68.0,-55.0,-91.0
4,1,-66.0,-53.0,-91.0
4,1,-66.0,-53.0,-88.0
4,1,-65.0,-56.0,-89.0
4,1,-63.0,-57.0,-89.0
4,1,-63.0,-55.0,-87.0
4,1,-67.0,-54.0,-90.53
4,1,-75.0,-54.0,-89.0
4,1,-74.0,-59.0,-89.0
4,1,-73.0,-60.0,-88.0
4,1,-72.0,-61.0,-90.0
4,1,-71.0,-62.0,-91.0
4,1,-75.0,-54.0,-89.0
4,1,-75.0,-59.0,-90.0
4,1,-74.0,-60.0,-90.0
4,1,-74.0,-57.0,-88.0
4,1,-77.0,-58.0,-89.0
4,1,-76.0,-58.0,-88.0
4,1,-76.0,-58.0,-90.0
4,1,-75.0,-59.0,-87.0
4,2,-65.0,-49.0,-90.0
4,2,-64.0,-50.0,-91.0
4,2,-62.0,-50.0,-90.0
4,2,-60.0,-50.0,-90.0
4,2,-62.0,-51.0,-89.0
4,2,-61.0,-50.0,-88.0
4,2,-65.0,-50.0,-91.0
4,2,-61.0,-48.0,-88.0
4,2,-61.0,-50.0,-90.0
4,2,-64.0,-49.0,-91.0
4,2,-71.0,-52.0,-89.0
4,2,-67.0,-52.0,-95.0
4,2,-66.0,-53.0,-85.0
4,2,-68.0,-52.0,-86.0
4,2,-65.0,-53.0,-87.95
4,2,-64.0,-51.0,-90.0
4,2,-67.0,-51.0,-89.0
4,2,-66.0,-51.0,-93.0
4,2,-64.0,-50.0,-91.0
4,2,-64.0,-49.0,-91.0
4,2,-66.0,-51.0,-89.0
4,2,-67.0,-51.0,-88.0
4,2,-65.0,-51.0,-87.0
4,2,-62.0,-50.0,-88.0
4,2,-64.0,-50.0,-89.0
4,2,-67.0,-50.0,-87.95
4,2,-65.0,-51.0,-89.0
4,2,-63.0,-52.0,-87.0
4,2,-62.0,-50.0,-88.0
4,2,-62.0,-52.0,-88.0
4,2,-64.0,-52.0,-86.0
4,2,-62.0,-52.0,-88.0
4,2,-63.0,-51.0,-87.0
4,2,-66.0,-54.0,-87.0
4,2,-64.0,-52.0,-89.0
4,2,-65.0,-55.0,-87.0
4,2,-62.0,-49.0,-92.0
4,2,-63.0,-48.0,-90.0
4,2,-63.0,-53.0,-92.0
4,2,-69.0,-51.0,-90.0
4,2,-68.0,-51.0,-90.0
4,2,-66.0,-52.0,-88.0
4,2,-66.0,-53.0,-85.0
4,2,-66.0,-56.0,-84.0
4,2,-64.0,-59.0,-83.0
4,2,-63.0,-56.0,-84.0
4,2,-64.0,-58.0,-84.0
4,2,-67.0,-58.0,-84.0
4,2,-64.0,-56.0,-85.0
4,2,-63.0,-54.0,-87.0
4,2,-63.0,-56.0,-85.0
4,2,-62.0,-55.0,-87.0
4,2,-62.0,-55.0,-85.0
4,2,-62.0,-54.0,-87.0
4,2,-62.0,-56.0,-85.0
4,2,-63.0,-53.0,-87.0
4,2,-65.0,-54.0,-87.0
4,2,-66.0,-54.0,-85.0
4,2,-66.0,-54.0,-85.0
4,2,-66.0,-53.0,-86.0
4,3,-59.0,-51.0,-89.0
4,3,-60.0,-48.0,-89.0
4,3,-60.0,-52.0,-88.0
4,3,-60.0,-50.0,-91.0
4,3,-59.0,-50.0,-89.0
4,3,-57.0,-48.0,-88.0
4,3,-57.0,-50.0,-89.0
4,3,-59.0,-49.0,-89.0
4,3,-60.0,-48.0,-88.0
4,3,-60.0,-49.0,-90.0
4,3,-62.0,-49.0,-88.0
4,3,-60.0,-47.0,-90.87
4,3,-60.0,-47.0,-89.0
4,3,-63.0,-48.0,-90.0
4,3,-60.0,-49.0,-92.0
4,3,-62.0,-48.0,-89.0
4,3,-63.0,-49.0,-88.0
4,3,-65.0,-48.0,-88.0
4,3,-67.0,-48.0,-87.0
4,3,-67.0,-47.0,-86.0
4,3,-68.0,-48.0,-89.0
4,3,-62.0,-47.0,-87.0
4,3,-62.0,-49.0,-91.0
4,3,-63.0,-49.0,-92.0
4,3,-64.0,-49.0,-87.0
4,3,-64.0,-47.0,-90.0
4,3,-70.0,-56.0,-92.0
4,3,-75.0,-48.0,-91.0
4,3,-75.0,-49.0,-92.0
4,3,-69.0,-48.0,-92.0
4,3,-70.0,-51.0,-93.0
4,3,-69.0,-52.0,-92.0
4,3,-70.0,-54.0,-93.0
4,3,-68.0,-52.0,-93.0
4,3,-67.0,-52.0,-90.87
4,3,-71.0,-52.0,-90.87
4,3,-66.0,-51.0,-93.0
4,3,-66.0,-49.0,-94.0
4,3,-68.0,-51.0,-92.0
4,3,-64.0,-48.0,-92.0
4,3,-70.0,-50.0,-94.0
4,3,-72.0,-52.0,-93.0
4,3,-66.0,-50.0,-92.0
4,3,-68.0,-52.0,-93.0
4,3,-71.0,-52.0,-93.0
4,3,-69.0,-52.0,-92.0
4,3,-74.0,-52.0,-93.0
4,3,-73.0,-52.0,-94.0
4,3,-71.0,-52.0,-93.0
4,3,-69.0,-53.0,-90.87
4,3,-67.0,-55.0,-89.0
4,3,-69.0,-53.0,-92.0
4,3,-70.0,-51.0,-94.0
4,3,-70.0,-51.0,-92.0
4,3,-70.0,-52.0,-91.0
4,3,-70.0,-52.0,-95.0
4,3,-71.0,-50.0,-92.0
4,3,-68.0,-50.0,-90.0
4,3,-69.0,-49.0,-94.0
4,3,-66.07,-50.0,-90.87
4,4,-48.0,-65.0,-88.0
4,4,-49.0,-63.0,-89.12
4,4,-52.0,-66.0,-88.0
4,4,-54.0,-57.0,-89.0
4,4,-52.0,-66.0,-89.0
4,4,-50.0,-64.0,-90.0
4,4,-52.0,-63.0,-92.0
4,4,-53.0,-68.0,-91.0
4,4,-53.0,-61.0,-93.0
4,4,-49.0,-60.0,-88.0
4,4,-53.0,-60.0,-88.0
4,4,-52.0,-66.0,-88.0
4,4,-51.0,-69.0,-88.0
4,4,-54.0,-64.0,-88.0
4,4,-55.0,-62.0,-90.0
4,4,-51.0,-65.0,-87.0
4,4,-51.0,-68.0,-88.0
4,4,-54.0,-71.0,-89.12
4,4,-56.0,-68.0,-89.0
4,4,-56.0,-65.0,-88.0
4,4,-54.0,-66.0,-89.0
4,4,-52.0,-60.0,-88.0
4,4,-52.0,-63.0,-87.0
4,4,-53.0,-60.0,-89.12
4,4,-51.0,-60.0,-90.0
4,4,-53.0,-61.0,-90.0
4,4,-53.0,-65.0,-89.0
4,4,-51.0,-63.0,-89.0
4,4,-51.0,-60.0,-87.0
4,4,-52.0,-59.0,-87.0
4,4,-50.0,-67.0,-89.12
4,4,-50.0,-63.0,-91.0
4,4,-49.0,-71.0,-88.0
4,4,-50.0,-60.0,-89.0
4,4,-53.0,-63.0,-87.0
4,4,-50.0,-62.0,-88.0
4,4,-52.0,-60.0,-89.12
4,4,-50.0,-60.0,-91.0
4,4,-54.0,-60.0,-88.0
4,4,-54.0,-60.0,-89.12
4,4,-53.0,-61.0,-88.0
4,4,-53.0,-60.0,-89.12
4,4,-52.0,-61.0,-88.0
4,4,-53.0,-61.0,-89.12
4,4,-53.0,-68.0,-88.0
4,4,-50.0,-59.0,-90.0
4,4,-52.0,-64.0,-89.0
4,4,-50.0,-71.0,-89.12
4,4,-49.0,-63.0,-90.0
4,4,-56.0,-61.0,-92.0
4,4,-56.0,-65.0,-90.0
4,4,-50.0,-66.0,-89.0
4,4,-48.0,-66.0,-93.0
4,4,-51.0,-58.0,-92.0
4,4,-52.0,-58.0,-91.0
4,4,-44.0,-60.0,-93.0
4,4,-44.0,-60.0,-89.0
4,4,-47.0,-60.0,-88.0
4,4,-50.0,-61.0,-86.0
4,4,-47.0,-59.0,-89.0
4,5,-51.0,-65.0,-91.31
4,5,-53.0,-74.0,-91.31
4,5,-51.0,-74.0,-93.0
4,5,-58.0,-70.0,-91.0
4,5,-56.0,-61.0,-92.0
4,5,-51.0,-75.0,-91.0
4,5,-58.0,-68.0,-90.0
4,5,-56.0,-68.0,-91.0
4,5,-56.0,-68.0,-91.0
4,5,-56.0,-70.0,-91.31
4,5,-58.0,-69.0,-91.31
4,5,-58.0,-71.0,-90.0
4,5,-55.0,-72.0,-90.0
4,5,-56.0,-70.0,-92.0
4,5,-56.0,-71.0,-91.31
4,5,-56.0,-67.0,-90.0
4,5,-50.0,-66.0,-91.31
4,5,-47.0,-64.0,-95.0
4,5,-50.0,-64.0,-92.0
4,5,-49.0,-66.0,-94.0
4,5,-50.0,-73.0,-94.0
4,5,-50.0,-65.0,-93.0
4,5,-51.0,-74.0,-94.0
4,5,-49.0,-75.0,-91.0
4,5,-49.0,-72.0,-91.0
4,5,-52.0,-70.0,-92.0
4,5,-54.0,-63.0,-93.0
4,5,-52.0,-68.0,-90.0
4,5,-51.0,-66.0,-92.0
4,5,-51.0,-71.0,-91.31
4,5,-50.0,-70.0,-91.0
4,5,-51.0,-68.0,-93.0
4,5,-50.0,-71.0,-91.0
4,5,-52.0,-72.0,-90.0
4,5,-51.0,-79.0,-93.0
4,5,-50.0,-65.0,-91.31
4,5,-54.0,-69.0,-91.31
4,5,-55.0,-71.0,-89.0
4,5,-54.0,-73.0,-93.0
4,5,-56.0,-67.0,-92.0
4,5,-54.0,-71.0,-92.0
4,5,-54.0,-68.0,-92.0
4,5,-53.0,-75.0,-89.0
4,5,-54.0,-80.0,-90.0
4,5,-53.0,-75.0,-90.0
4,5,-50.0,-75.0,-91.0
4,5,-50.0,-74.0,-90.0
4,5,-52.0,-77.0,-93.0
4,5,-54.0,-74.0,-91.0
4,5,-55.0,-73.0,-91.0
4,5,-55.0,-70.0,-89.0
4,5,-57.0,-70.0,-91.0
4,5,-55.0,-74.0,-90.0
4,5,-58.0,-67.0,-91.31
4,5,-58.0,-74.0,-88.0
4,5,-52.0,-76.0,-94.0
4,5,-50.0,-78.0,-91.31
4,5,-52.0,-75.0,-92.0
4,5,-53.0,-85.0,-90.0
4,5,-48.0,-68.0,-87.0
4,6,-50.0,-58.0,-89.0
4,6,-54.0,-62.0,-91.0
4,6,-47.0,-58.0,-89.0
4,6,-47.0,-58.0,-89.0
4,6,-46.0,-54.0,-92.0
4,6,-47.0,-52.0,-91.0
4,6,-51.0,-59.0,-93.0
4,6,-51.0,-59.0,-93.0
4,6,-50.0,-61.0,-94.0
4,6,-51.0,-62.0,-93.0
4,6,-51.0,-62.0,-93.0
4,6,-51.0,-58.0,-93.0
4,6,-50.0,-56.0,-94.0
4,6,-50.0,-57.0,-95.0
4,6,-50.0,-57.0,-95.0
4,6,-52.0,-60.0,-92.0
4,6,-51.0,-60.0,-93.0
4,6,-51.0,-60.0,-93.0
4,6,-52.0,-58.0,-92.44
4,6,-50.0,-58.0,-93.0
4,6,-51.0,-57.0,-95.0
4,6,-51.0,-57.0,-95.0
4,6,-48.0,-58.0,-95.0
4,6,-49.0,-62.0,-93.0
4,6,-46.0,-58.0,-92.44
4,6,-46.0,-58.0,-92.44
4,6,-48.0,-60.0,-91.0
4,6,-48.0,-57.0,-93.0
4,6,-48.0,-57.0,-93.0
4,6,-45.0,-57.0,-95.0
4,6,-49.0,-56.0,-92.0
4,6,-53.0,-56.0,-97.0
4,6,-53.0,-58.0,-91.0
4,6,-50.0,-58.0,-95.0
4,6,-50.0,-58.0,-95.0
4,6,-49.0,-58.0,-92.0
4,6,-49.0,-58.0,-92.0
4,6,-52.0,-62.0,-98.0
4,6,-52.0,-63.0,-93.0
4,6,-51.0,-64.0,-96.0
4,6,-51.0,-64.0,-96.0
4,6,-52.0,-57.0,-94.0
4,6,-52.0,-60.0,-95.0
4,6,-52.0,-59.0,-96.0
4,6,-46.0,-56.0,-99.0
4,6,-46.0,-56.0,-99.0
4,6,-46.0,-56.0,-99.0
4,6,-52.0,-56.0,-85.0
4,6,-46.0,-54.0,-93.0
4,6,-45.0,-52.0,-89.0
4,6,-45.0,-52.0,-89.0
4,6,-46.0,-54.0,-88.0
4,6,-47.0,-57.0,-89.0
4,6,-45.0,-56.0,-89.0
4,6,-45.0,-56.0,-89.0
4,6,-47.0,-57.0,-87.0
4,6,-48.0,-57.0,-87.0
4,6,-48.0,-57.0,-87.0
4,6,-48.0,-58.0,-86.0
4,6,-50.0,-60.0,-87.0
4,7,-49.0,-38.0,-92.0
4,7,-49.0,-38.0,-92.0
4,7,-49.0,-38.0,-93.0
4,7,-48.0,-39.0,-91.0
4,7,-48.0,-39.0,-91.0
4,7,-49.0,-40.0,-89.0
4,7,-50.0,-38.0,-95.0
4,7,-50.0,-38.0,-92.0
4,7,-50.0,-38.0,-92.0
4,7,-51.0,-39.0,-90.0
4,7,-51.0,-39.0,-90.0
4,7,-49.0,-40.0,-92.0
4,7,-49.0,-40.0,-92.0
4,7,-50.0,-38.0,-93.0
4,7,-50.0,-38.0,-92.0
4,7,-50.0,-38.0,-92.0
4,7,-49.0,-40.0,-91.0
4,7,-50.0,-40.0,-91.0
4,7,-51.0,-40.0,-88.0
4,7,-51.0,-40.0,-88.0
4,7,-52.0,-38.0,-87.0
4,7,-51.0,-38.0,-90.0
4,7,-49.0,-40.0,-88.0
4,7,-49.0,-40.0,-88.0
4,7,-50.0,-39.0,-90.0
4,7,-52.0,-40.0,-90.0
4,7,-52.0,-40.0,-90.0
4,7,-51.0,-40.0,-90.0
4,7,-52.0,-40.0,-88.0
4,7,-51.0,-40.0,-90.0
4,7,-51.0,-40.0,-90.0
4,7,-51.0,-39.0,-89.0
4,7,-50.0,-39.0,-90.0
4,7,-50.0,-39.0,-90.0
4,7,-50.81,-41.0,-88.0
4,7,-52.0,-40.0,-89.0
4,7,-53.0,-40.0,-89.0
4,7,-53.0,-40.0,-89.0
4,7,-51.0,-42.0,-87.0
4,7,-52.0,-40.0,-88.0
4,7,-53.0,-40.0,-89.0
4,7,-53.0,-40.0,-89.0
4,7,-51.0,-40.0,-90.0
4,7,-53.0,-40.0,-89.0
4,7,-53.0,-41.0,-88.0
4,7,-53.0,-41.0,-88.0
4,7,-50.0,-40.0,-88.0
4,7,-50.0,-39.0,-90.0
4,7,-50.0,-39.0,-90.0
4,7,-51.0,-40.0,-89.0
4,7,-50.0,-40.0,-90.0
4,7,-50.0,-39.0,-91.0
4,7,-50.0,-40.0,-89.0
4,7,-51.0,-40.0,-89.0
4,7,-51.0,-40.0,-88.0
4,7,-51.0,-40.0,-88.0
4,7,-53.0,-42.0,-88.0
4,7,-52.0,-40.0,-90.0
4,7,-54.0,-43.0,-88.0
4,7,-54.0,-43.0,-88.0
4,8,-59.0,-35.0,-89.45
4,8,-59.0,-35.0,-89.45
4,8,-73.0,-37.0,-95.0
4,8,-57.0,-36.0,-93.0
4,8,-57.0,-36.0,-93.0
4,8,-60.0,-35.0,-90.0
4,8,-57.0,-34.0,-90.0
4,8,-53.0,-34.0,-87.0
4,8,-53.0,-34.0,-87.0
4,8,-51.0,-34.0,-90.0
4,8,-48.0,-38.0,-89.0
4,8,-50.0,-36.0,-88.0
4,8,-50.0,-36.0,-88.0
4,8,-50.0,-37.0,-90.0
4,8,-53.0,-40.0,-90.0
4,8,-53.0,-40.0,-90.0
4,8,-53.0,-42.0,-92.0
4,8,-55.0,-46.0,-89.0
4,8,-58.0,-45.0,-94.0
4,8,-58.0,-45.0,-94.0
4,8,-56.0,-50.0,-92.0
4,8,-55.0,-51.0,-91.0
4,8,-55.0,-51.0,-91.0
4,8,-56.0,-48.0,-92.0
4,8,-55.0,-48.0,-92.0
4,8,-54.0,-46.0,-92.0
4,8,-54.0,-46.0,-92.0
4,8,-54.0,-45.0,-93.0
4,8,-52.0,-45.0,-91.0
4,8,-52.0,-45.0,-91.0
4,8,-50.0,-43.0,-91.0
4,8,-49.0,-39.0,-87.0
4,8,-54.0,-38.0,-89.0
4,8,-54.0,-38.0,-89.0
4,8,-58.0,-38.0,-89.0
4,8,-60.0,-38.0,-90.0
4,8,-60.0,-38.0,-90.0
4,8,-51.0,-47.0,-87.0
4,8,-56.0,-45.0,-88.0
4,8,-55.0,-48.0,-86.0
4,8,-55.0,-48.0,-86.0
4,8,-58.0,-51.0,-88.0
4,8,-57.0,-51.0,-90.0
4,8,-57.0,-51.0,-90.0
4,8,-54.0,-49.0,-86.0
4,8,-56.0,-47.0,-88.0
4,8,-58.0,-49.0,-87.0
4,8,-58.0,-49.0,-87.0
4,8,-60.0,-48.0,-88.0
4,8,-56.0,-48.0,-88.0
4,8,-53.0,-45.0,-88.0
4,8,-53.0,-40.0,-87.0
4,8,-53.0,-40.0,-87.0
4,8,-52.0,-40.0,-88.0
4,8,-52.0,-40.0,-87.0
4,8,-52.0,-40.0,-87.0
4,8,-52.0,-40.0,-89.0
4,8,-52.0,-40.0,-89.0
4,8,-52.0,-40.0,-88.0
4,8,-52.0,-40.0,-88.0
4,9,-58.0,-51.0,-88.0
4,9,-62.0,-53.0,-87.0
4,9,-62.0,-53.0,-87.0
4,9,-59.0,-53.0,-86.0
4,9,-59.0,-53.0,-86.0
4,9,-64.0,-54.0,-84.0
4,9,-64.0,-52.0,-84.0
4,9,-64.0,-49.0,-89.0
4,9,-64.0,-49.0,-89.0
4,9,-60.0,-48.0,-85.0
4,9,-60.0,-48.0,-85.0
4,9,-59.0,-42.0,-83.0
4,9,-59.0,-42.0,-83.0
4,9,-60.0,-41.0,-85.0
4,9,-61.0,-42.0,-85.0
4,9,-60.0,-42.0,-84.0
4,9,-60.0,-42.0,-84.0
4,9,-58.0,-42.0,-86.0
4,9,-59.0,-43.0,-85.0
4,9,-59.0,-43.0,-85.0
4,9,-55.0,-45.0,-85.0
4,9,-57.0,-44.0,-83.0
4,9,-57.0,-42.0,-84.0
4,9,-58.0,-43.0,-84.0
4,9,-58.0,-42.0,-87.0
4,9,-59.0,-41.0,-85.0
4,9,-59.0,-41.0,-85.0
4,9,-59.0,-41.0,-82.0
4,9,-60.0,-41.0,-84.0
4,9,-59.0,-42.0,-84.0
4,9,-59.0,-42.0,-84.0
4,9,-58.0,-42.0,-83.0
4,9,-58.0,-43.0,-83.0
4,9,-57.0,-43.0,-82.0
4,9,-60.0,-47.0,-82.0
4,9,-58.0,-43.0,-81.0
4,9,-58.0,-45.0,-84.0
4,9,-59.0,-41.0,-84.0
4,9,-59.0,-41.0,-84.0
4,9,-57.0,-40.0,-87.0
4,9,-58.0,-42.0,-88.0
4,9,-58.0,-42.0,-88.0
4,9,-57.0,-42.0,-86.0
4,9,-56.0,-41.0,-83.0
4,9,-56.0,-41.0,-84.0
4,9,-56.0,-42.0,-84.0
4,9,-57.0,-42.0,-85.0
4,9,-58.0,-41.0,-84.0
4,9,-57.0,-41.0,-84.0
4,9,-57.0,-41.0,-84.0
4,9,-58.0,-41.0,-84.0
4,9,-58.0,-42.0,-84.0
4,9,-57.0,-42.0,-84.0
4,9,-57.0,-42.0,-84.0
4,9,-56.0,-42.0,-84.0
4,9,-56.0,-42.0,-85.0
4,9,-56.0,-42.0,-84.0
4,9,-56.0,-42.0,-85.0
4,9,-56.0,-42.0,-85.0
4,9,-56.0,-42.0,-84.0
4,10,-62.0,-50.0,-90.0
4,10,-64.0,-50.0,-93.0
4,10,-64.0,-51.0,-93.0
4,10,-64.0,-51.0,-93.0
4,10,-64.0,-49.0,-93.0
4,10,-59.0,-50.0,-93.0
4,10,-59.0,-50.0,-93.0
4,10,-57.0,-52.0,-92.0
4,10,-59.0,-48.0,-91.0
4,10,-59.0,-48.0,-91.0
4,10,-58.0,-48.0,-90.0
4,10,-58.0,-49.0,-91.0
4,10,-58.0,-45.0,-88.0
4,10,-58.0,-45.0,-88.0
4,10,-57.0,-44.0,-91.0
4,10,-60.0,-46.0,-89.0
4,10,-63.0,-49.0,-92.0
4,10,-68.0,-48.0,-90.0
4,10,-68.0,-48.0,-90.0
4,10,-61.0,-48.0,-92.0
4,10,-61.0,-48.0,-92.0
4,10,-62.0,-49.0,-91.0
4,10,-63.0,-49.0,-93.0
4,10,-59.0,-44.0,-96.0
4,10,-59.0,-44.0,-96.0
4,10,-60.0,-43.0,-91.0
4,10,-58.0,-45.0,-90.0
4,10,-58.0,-43.0,-87.0
4,10,-58.0,-43.0,-87.0
4,10,-66.0,-50.0,-85.0
4,10,-63.0,-61.0,-85.0
4,10,-63.0,-61.0,-85.0
4,10,-56.0,-49.0,-83.0
4,10,-56.0,-49.0,-83.0
4,10,-57.0,-50.0,-87.0
4,10,-57.0,-50.0,-87.0
4,10,-54.0,-50.0,-86.0
4,10,-54.0,-49.0,-88.0
4,10,-54.0,-49.0,-88.0
4,10,-54.0,-50.0,-87.0
4,10,-56.0,-49.0,-88.0
4,10,-55.0,-49.0,-88.0
4,10,-55.0,-49.0,-88.0
4,10,-54.0,-50.0,-87.0
4,10,-54.0,-49.0,-88.0
